"filename", "language", "Markdown", "JavaScript", "XML", "CSS", "HTML", "SCSS", "JSON", "JavaScript React", "Log", "comment", "blank", "total"
"c:\Users\Administrator\Desktop\bounce v2.0\bounce-kyc\src\utils\form.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\Administrator\Desktop\bounce v2.0\bounce-kyc\src\utils\format.js", "JavaScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 7, 27
"c:\Users\Administrator\Desktop\bounce v2.0\bounce-kyc\src\utils\numberTransform.js", "JavaScript", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 16, 76
"c:\Users\Administrator\Desktop\bounce v2.0\bounce-kyc\src\utils\promisify.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\Administrator\Desktop\bounce v2.0\bounce-kyc\src\utils\themeHooks.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\Administrator\Desktop\bounce v2.0\bounce-kyc\src\utils\time.js", "JavaScript", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 10, 90
"c:\Users\Administrator\Desktop\bounce v2.0\bounce-kyc\src\web3\abi\BouncePro.json", "JSON", 0, 0, 0, 0, 0, 0, 20264, 0, 0, 0, 1, 20265
"c:\Users\Administrator\Desktop\bounce v2.0\bounce-kyc\src\web3\abi\BounceProVoting.json", "JSON", 0, 0, 0, 0, 0, 0, 7832, 0, 0, 0, 1, 7833
"c:\Users\Administrator\Desktop\bounce v2.0\bounce-kyc\src\web3\abi\bounceERC20.json", "JSON", 0, 0, 0, 0, 0, 0, 2119, 0, 0, 0, 0, 2119
"c:\Users\Administrator\Desktop\bounce v2.0\bounce-kyc\src\web3\address.js", "JavaScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 3, 39
"c:\Users\Administrator\Desktop\bounce v2.0\bounce-kyc\src\web3\index.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 3, 13
"c:\Users\Administrator\Desktop\bounce v2.0\bounce-kyc\yarn-error.log", "Log", 0, 0, 0, 0, 0, 0, 0, 0, 10467, 0, 1553, 12020
"Total", "-", 38, 3347, 395, 210, 20, 251, 30297, 2739, 10467, 103, 2722, 50589
